Node Number	X Location (m)	Y Location (m)	Z Location (m)	Vector Deformation ()
1540	-0,14493	1,5	2,2868	3,268e-002	1,413e-005	-8,459e-002
1550	-0,14493	1,4037	2,2868	3,268e-002	1,4289e-005	-8,4585e-002
1551	-0,14493	1,4382	2,2868	3,268e-002	1,4214e-005	-8,4587e-002
1552	-0,14493	1,471	2,2868	3,268e-002	1,4142e-005	-8,4588e-002
1556	-0,14493	1,375	2,2868	3,2681e-002	1,43e-005	-8,4584e-002
1560	-0,11594	1,375	2,2883	3,2717e-002	1,4423e-005	-8,6283e-002
1570	-0,23242	1,4038	2,2794	3,2369e-002	1,3639e-005	-7,9423e-002
1571	-0,23243	1,4378	2,2794	3,2369e-002	1,3566e-005	-7,9424e-002
1572	-0,23244	1,4711	2,2794	3,2369e-002	1,3494e-005	-7,9425e-002
1597	-0,20331	1,471	2,2824	3,2493e-002	1,3714e-005	-8,1145e-002
1598	-0,20331	1,438	2,2824	3,2494e-002	1,3782e-005	-8,1144e-002
1599	-0,20331	1,404	2,2824	3,2494e-002	1,3853e-005	-8,1143e-002
1603	-0,20331	1,375	2,2824	3,2494e-002	1,387e-005	-8,1142e-002
1607	-0,20331	1,5	2,2824	3,2493e-002	1,3697e-005	-8,1147e-002
1611	-0,23245	1,5	2,2794	3,2369e-002	1,3477e-005	-7,9425e-002
1615	-0,26184	1,5	2,2764	3,2243e-002	1,3248e-005	-7,7688e-002
1625	-0,26184	1,4036	2,2764	3,2244e-002	1,3428e-005	-7,7685e-002
1626	-0,26184	1,4377	2,2764	3,2244e-002	1,3347e-005	-7,7686e-002
1627	-0,26184	1,4711	2,2764	3,2243e-002	1,3267e-005	-7,7687e-002
1631	-0,26184	1,375	2,2764	3,2244e-002	1,3446e-005	-7,7684e-002
1635	-0,23241	1,375	2,2794	3,237e-002	1,3656e-005	-7,9423e-002
1645	-0,34981	1,4038	2,2644	3,1677e-002	1,2739e-005	-7,2467e-002
1646	-0,34982	1,437	2,2644	3,1677e-002	1,2672e-005	-7,2467e-002
